,Title,Organization,Skills,Ratings,Review counts,Metadata
114,AWS Fundamentals,Amazon Web Services," Amazon Web Services, Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Applications, Cloud Platforms, Cloud Engineering, Cloud Storage, Network Security, Cloud API, Cloud-Based Integration, Computer Security Models, Security Engineering, Security Software, Security Strategy, System Security, Software Security, Distributed Computing Architecture, Other Cloud Platforms and Tools, Data Management, Database Application, Database Design, Databases, Software Architecture, Data Architecture, Continuous Delivery, Data Visualization, Leadership and Management, Data Analysis",4.8,4.8(4.7K reviews),Beginner · Specialization · 1 - 3 Months
115,Learn SQL Basics for Data Science,"University of California, Davis"," Databases, SQL, Data Management, Data Analysis, Big Data, Data Model, Exploratory Data Analysis, Database Administration, Problem Solving, Database Design, Business Analysis, Database Application, Extract, Transform, Load, Critical Thinking, Apache, Data Architecture, Customer Analysis, Distributed Computing Architecture, Data Science",4.6,4.6(17K reviews),Beginner · Specialization · 3 - 6 Months
116,Leadership Skills,IIMA - IIM Ahmedabad," Communication, Leadership and Management, People Management",4.8,4.8(958 reviews),Beginner · Course · 1 - 3 Months
117,Introduction to Generative AI,Google Cloud," Artificial Neural Networks, Deep Learning, Machine Learning",4.6,4.6(2.5K reviews),Beginner · Course · 1 - 4 Weeks
118,Tools of the Trade: Linux and SQL,Google," Linux, Databases, SQL",4.8,4.8(2K reviews),Beginner · Course · 1 - 4 Weeks
119,"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud," Google Cloud Platform, Cloud Computing, Cloud Platforms, Big Data, Data Analysis, Data Management, Applied Machine Learning, Data Warehousing, Machine Learning, SQL, Cloud Storage, Data Architecture, Human Learning, Machine Learning Algorithms, Machine Learning Software, Algorithms, Cloud Applications, Cloud Infrastructure, Distributed Computing Architecture, Apache, Python Programming, Warehouse Management, Feature Engineering, Statistical Programming, Tensorflow",4.6,4.6(18K reviews),Intermediate · Specialization · 3 - 6 Months
120,Construction Management,Columbia University," Project Management, Leadership and Management, Strategy and Operations, Planning, Estimation, Operations Management, Budget Management, Accounting, Decision Making, Finance, Cost Accounting, Critical Thinking, Financial Accounting, Performance Management, Strategy, Financial Analysis, Investment Management, Financial Management, Process Analysis, Risk Management, Computational Thinking, Computational Logic, Statistical Visualization, Collaboration, Innovation, Change Management, Business Transformation, Supply Chain and Logistics, Feature Engineering, Entrepreneurship",4.7,4.7(8.1K reviews),Beginner · Specialization · 3 - 6 Months
121,Cybersécurité Google,Google," Linux, SQL",4.7,4.7(67 reviews),Beginner · Professional Certificate · 3 - 6 Months
122,Ciberseguridad de Google,Google," Computer Programming, Databases, Linux, Python Programming, SQL",4.9,4.9(1.5K reviews),Beginner · Professional Certificate · 3 - 6 Months
123,Preparing for Google Cloud Certification: Cloud Developer,Google Cloud," Cloud Applications, Cloud Computing, Google Cloud Platform, Cloud Infrastructure, Cloud Platforms, Cloud API, Cloud Engineering, Other Cloud Platforms and Tools, Cloud Management, Cloud Storage, Cloud Load Balancing, DevOps, Application Development, Google App Engine, Software Architecture, Computer Architecture, Docker (Software), Machine Learning Software, Kubernetes",4.7,4.7(51K reviews),Intermediate · Professional Certificate · 3 - 6 Months
124,Project Planning: Putting It All Together,Google," Project Management, Strategy and Operations, Leadership and Management, Entrepreneurship, Finance, Planning, Supply Chain and Logistics, Budget Management, Communication, Risk Management, Procurement",4.8,4.8(11K reviews),Beginner · Course · 1 - 3 Months
125,Search Engine Optimization (SEO),"University of California, Davis"," Marketing, Search Engine Optimization, Digital Marketing, Strategy, Social Media, User Experience, Customer Analysis, Media Strategy & Planning, User Research, Web Development, Market Analysis, Data Analysis, Market Research, Marketing Management, Marketing Psychology, User Experience Design, Web Development Tools, Algorithms, Brand Management, Communication, Critical Thinking, Influencing, Audit, Customer Relationship Management",4.6,4.6(12K reviews),Beginner · Specialization · 3 - 6 Months
126,Data Structures and Algorithms,University of California San Diego," Algorithms, Theoretical Computer Science, Computer Programming, Data Structures, Problem Solving, Mathematics, Computational Thinking, Computer Programming Tools, Computational Logic, Critical Thinking, Graph Theory, Programming Principles, Mathematical Theory & Analysis, C++ Programming, Algebra, Software Testing",4.6,4.6(16K reviews),Intermediate · Specialization · 3 - 6 Months
127,Preparing for Google Cloud Certification: Cloud Network Engineer,Google Cloud," Cloud Computing, Google Cloud Platform, Cloud Platforms, Cloud Engineering, Cloud Infrastructure, Computer Networking, Cloud Applications, Other Cloud Platforms and Tools, Cloud Management, Cloud Storage, Network Architecture, Network Model, Network Security, DevOps, Software-Defined Networking, Google App Engine, Kubernetes, Leadership and Management",4.7,4.7(48K reviews),Intermediate · Professional Certificate · 3 - 6 Months
128,Attract and Engage Customers with Digital Marketing,Google," Digital Marketing, Marketing, Search Engine Optimization, Marketing Management, Advertising, Media Strategy & Planning, Persona Research, Web Design, Web Development, Web Development Tools",4.8,4.8(4.4K reviews),Beginner · Course · 1 - 4 Weeks
129,Introduction to Psychology,Yale University, Critical Thinking,4.9,4.9(27K reviews),Beginner · Course · 1 - 3 Months
130,Networking in Google Cloud,Google Cloud," Cloud Computing, Google Cloud Platform, Cloud Platforms, Cloud Engineering, Cloud Infrastructure, Computer Networking, Cloud Applications, Other Cloud Platforms and Tools, Cloud Management, Cloud Storage, Network Architecture, Network Model, Network Security, DevOps, Software-Defined Networking, Google App Engine, Kubernetes, Leadership and Management",4.7,4.7(48K reviews),Intermediate · Specialization · 3 - 6 Months
131,Linear Algebra for Machine Learning and Data Science,DeepLearning.AI," Algebra, Linear Algebra, Mathematics, Python Programming, Critical Thinking, Dimensionality Reduction, Machine Learning Algorithms, Mathematical Theory & Analysis, Machine Learning",4.5,4.5(1K reviews),Beginner · Course · 1 - 4 Weeks
132,Developing Applications with Google Cloud,Google Cloud," Cloud Computing, Google Cloud Platform, Cloud Applications, Cloud Platforms, Cloud API, Cloud Infrastructure, Other Cloud Platforms and Tools, Cloud Engineering, Cloud Management, Cloud Storage, Application Development, DevOps, Google App Engine, Software Architecture, Computer Architecture, Machine Learning Software, Kubernetes",4.7,4.7(48K reviews),Intermediate · Specialization · 3 - 6 Months
133,Security in Google Cloud,Google Cloud," Google Cloud Platform, Cloud Computing, Cloud Platforms, Cloud Infrastructure, Cloud Management, Security Engineering, System Security, Cloud Applications, Cloud Engineering, Computer Security Models, Other Cloud Platforms and Tools, Cloud Storage, Network Security, Security Software, Security Strategy, Software Security, DevOps, Google App Engine, Kubernetes",4.7,4.7(48K reviews),Intermediate · Specialization · 3 - 6 Months
134,ChatGPT Advanced Data Analysis,Vanderbilt University, Data Analysis,4.9,4.9(154 reviews),Beginner · Course · 1 - 3 Months
135,Digital Marketing,University of Illinois at Urbana-Champaign," Digital Marketing, Marketing, Market Analysis, Media Strategy & Planning, Social Media, Data Analysis, Market Research, Advertising, Communication, Strategy, Business Analysis, Data Visualization, Exploratory Data Analysis, Data Management, Brand Management, Marketing Management, Data Analysis Software, Decision Making, Marketing Design, Critical Thinking, Process Analysis, Business Communication, Business Intelligence, Business Transformation, Interactive Data Visualization, Collaboration, Innovation, Planning",4.7,4.7(22K reviews),Beginner · Specialization · 3 - 6 Months
136,What is Data Science?,IBM," Data Science, Data Mining, Big Data, Data Analysis, Deep Learning, Machine Learning, Regression, Writing",4.7,4.7(67K reviews),Beginner · Course · 1 - 4 Weeks
137,Gestión de Proyectos de Google,Google," Leadership and Management, Project Management, Strategy and Operations, Organizational Development, Planning, Strategy, Collaboration, Communication, Adaptability, Change Management, Decision Making, Media Strategy & Planning, Process Analysis, Probability & Statistics, Risk Management, Scrum (Software Development), Agile Software Development, Budget Management, Natural Language Processing, Product Management, Prospecting and Qualification, Search Engine Optimization, Product Development, Estimation, Software Engineering, Supply Chain and Logistics",4.9,4.9(6.4K reviews),Beginner · Professional Certificate · 3 - 6 Months
138,Business Strategy,University of Virginia," Strategy, Strategy and Operations, Leadership and Management, Entrepreneurship, Marketing, Sales, Market Analysis, Business Development, Business Analysis, Business Transformation, Finance, Investment Management, Planning, Product Strategy, Business Design, Research and Design, Risk Management",4.8,4.8(4K reviews),Beginner · Specialization · 3 - 6 Months
139,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University," Front-End Web Development, HTML and CSS, Javascript, Web Development",4.7,4.7(16K reviews),Mixed · Course · 1 - 3 Months
140,Applied Data Science with Python,University of Michigan," Python Programming, Data Analysis, Computer Programming, Machine Learning, Algorithms, Applied Machine Learning, Data Mining, Machine Learning Algorithms, Exploratory Data Analysis, Statistical Programming, Data Management, Extract, Transform, Load, Natural Language Processing, Critical Thinking, Statistical Machine Learning, Graph Theory, Network Analysis, Computer Programming Tools, Human Learning, Data Visualization, Network Model, Data Analysis Software, Regression, Computer Networking, General Statistics, Network Architecture, Plot (Graphics), Visualization (Computer Graphics), Computer Graphics",4.5,4.5(34K reviews),Intermediate · Specialization · 3 - 6 Months
141,Google データアナリティクス,Google," Data Analysis, Databases, Data Analysis Software, Data Management, Data Visualization, SQL, Spreadsheet Software, Business Analysis, Process Analysis, Microsoft Excel, Data Structures, Business Research, Problem Solving, R Programming, Visualization (Computer Graphics), Data Visualization Software, Decision Making, Exploratory Data Analysis, Big Data, Communication, Planning, Statistical Analysis, Tableau Software, Computer Programming, Plot (Graphics), Leadership and Management",4.7,4.7(327 reviews),Beginner · Professional Certificate · 3 - 6 Months
142,Foundations of Positive Psychology,University of Pennsylvania, Resilience,4.8,4.8(7.4K reviews),Beginner · Specialization · 3 - 6 Months
143,Introduction to Data Analytics,IBM," Data Analysis, Databases, Python Programming, SQL, Data Management, Data Mining, Data Science, Data Visualization, NoSQL, R Programming, Microsoft Excel",4.8,4.8(14K reviews),Beginner · Course · 1 - 3 Months
144,DevOps on AWS,Amazon Web Services," Amazon Web Services, Cloud Computing, Continuous Delivery, Continuous Integration, DevOps, Devops Tools, Cloud Applications, Cloud Infrastructure, Cloud Management, Cloud Platforms, Cloud Standards, Software Testing, Leadership and Management, Cloud Storage",4.8,4.8(4.7K reviews),Intermediate · Specialization · 1 - 3 Months
145,Mathematics for Machine Learning,Imperial College London," Algebra, Linear Algebra, Mathematics, Machine Learning, Mathematical Theory & Analysis, Computer Programming, Python Programming, Machine Learning Algorithms, Calculus, Computational Logic, Algorithms, Applied Machine Learning, Differential Equations, Problem Solving, Statistical Analysis, Dimensionality Reduction, Statistical Programming, Regression",4.6,4.6(14K reviews),Beginner · Specialization · 3 - 6 Months
146,Certified in Cybersecurity,ISC2," Computer Security Incident Management, Risk Management, Leadership and Management, Network Security, Cryptography, Cyberattacks, Operations Management",4.8,4.8(475 reviews),Beginner · Specialization · 3 - 6 Months
147,"Start the UX Design Process: Empathize, Define, and Ideate",Google," Audit, Collaboration, Human Computer Interaction, User Experience, User Experience Design, User Research",4.8,4.8(14K reviews),Beginner · Course · 1 - 4 Weeks
148,Connected Leadership,Yale University," Leadership and Management, Change Management, People Management, Process Analysis",4.8,4.8(275 reviews),Beginner · Course · 1 - 3 Months
149,"Unsupervised Learning, Recommenders, Reinforcement Learning",DeepLearning.AI," Algorithms, Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Human Learning, Deep Learning, Machine Learning Software, Artificial Neural Networks, Reinforcement Learning, Tensorflow",4.9,4.9(2.1K reviews),Beginner · Course · 1 - 4 Weeks
150,Supply Chain Management,Rutgers the State University of New Jersey," Supply Chain Systems, Supply Chain and Logistics, Planning, Strategy and Operations, Business Process Management, Inventory Management, Leadership and Management, Operations Management, Business Analysis, Continuous Delivery, Data Analysis, Estimation, Forecasting, Spreadsheet Software, Statistical Analysis, Strategy, Warehouse Management, Probability & Statistics, Transportation Operations Management, Material Handling, Shipping and Receiving, Store Management, Operations Research, Performance Management",4.7,4.7(14K reviews),Beginner · Specialization · 3 - 6 Months
151,"TESOL Certificate, Part 1: Teach English Now!",Arizona State University," Human Learning, Planning, Strategy, Mergers & Acquisitions",4.9,4.9(17K reviews),Beginner · Specialization · 3 - 6 Months
152,Reinforcement Learning,University of Alberta," Machine Learning, Reinforcement Learning, Algorithms, Human Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, Python Programming, Statistical Machine Learning, Statistical Programming, Artificial Neural Networks, Planning, Decision Making",4.7,4.7(3.3K reviews),Intermediate · Specialization · 3 - 6 Months
153,Tableau Business Intelligence Analyst,Tableau Learning Partner," Business Analysis, Data Analysis, Data Architecture, Data Management, Data Visualization, Interactive Data Visualization, Project Management, Tableau Software",4.7,4.7(161 reviews),Beginner · Professional Certificate · 3 - 6 Months
154,Process Data from Dirty to Clean,Google," Data Analysis, SQL, Spreadsheet Software, General Statistics, Databases, Extract, Transform, Load, Microsoft Excel",4.8,4.8(14K reviews),Beginner · Course · 1 - 3 Months
155,Generative Adversarial Networks (GANs),DeepLearning.AI," Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Python Programming, Deep Learning, Machine Learning Software, Statistical Programming, Computer Vision, Computer Programming, Human Learning, Problem Solving",4.7,4.7(2.2K reviews),Intermediate · Specialization · 1 - 3 Months
156,Improve Your English Communication Skills,Georgia Institute of Technology," Communication, Writing, Business Communication, Professional Development",4.7,4.7(26K reviews),Beginner · Specialization · 3 - 6 Months
157,Agile Project Management,Google," Agile Software Development, Software Engineering, Project Management, Scrum (Software Development), Strategy and Operations, Collaboration, Leadership and Management, Communication, Entrepreneurship, Product Management, Influencing, Problem Solving",4.8,4.8(11K reviews),Beginner · Course · 1 - 4 Weeks
158,Security Analyst Fundamentals,IBM," Security Strategy, Computer Security Incident Management, Python Programming, Cyberattacks, DevOps, Mobile Security, Software Security, System Software, Computer Programming, Leadership and Management",4.7,4.7(3.7K reviews),Beginner · Specialization · 3 - 6 Months
159,Data Science,Johns Hopkins University," R Programming, Data Analysis, Statistical Programming, Statistical Analysis, Computer Programming, Exploratory Data Analysis, General Statistics, Problem Solving, Data Analysis Software, Probability & Statistics, Computer Programming Tools, Critical Thinking, Programming Principles, Statistical Tests, Data Management, Data Structures, Statistical Machine Learning, Basic Descriptive Statistics, Algorithms, Data Model, Human Learning, Machine Learning, Machine Learning Algorithms, Process Analysis, Correlation And Dependence, Data Visualization, Data Visualization Software, Plot (Graphics), Regression, Computer Graphics, Interactive Data Visualization, Applied Machine Learning, Big Data, Computational Thinking, Data Mining, Estimation, Extract, Transform, Load, Mathematics, Probability Distribution, Databases, Machine Learning Software, Communication, Computer Graphic Techniques, Knitr, Natural Language Processing, Visualization (Computer Graphics), Interactive Design, Web Development",4.5,4.5(50K reviews),Beginner · Specialization · 3 - 6 Months
160,Google Marketing Digital e E-Commerce,Google," E-Commerce, Marketing, Search Engine Optimization, Strategy",4.9,4.9(1.1K reviews),Beginner · Professional Certificate · 3 - 6 Months
161,Meta Marketing Analytics,Meta," Marketing, Digital Marketing, Advertising, Data Analysis, Marketing Management, Media Strategy & Planning, Business Analysis, Statistical Analysis, Probability & Statistics, Market Analysis, Communication, General Statistics, Experiment, Regression, Statistical Tests, Market Research, Basic Descriptive Statistics, Probability Distribution, Brand Management, Forecasting, Research and Design, Data Visualization, Computer Programming, Data Management, Databases, Python Programming, SQL, Statistical Programming, Storytelling, Tableau Software",4.7,4.7(2.2K reviews),Beginner · Professional Certificate · 3 - 6 Months
162,"NoSQL, Big Data, and Spark Foundations",IBM," Apache, Big Data, Data Management, Distributed Computing Architecture, Databases, NoSQL, Extract, Transform, Load, SQL, Cloud Computing, Data Model, Machine Learning, Data Architecture, Database Administration, Database Design, Cloud Applications, IBM Cloud, Kubernetes, Python Programming, Data Warehousing",4.4,4.4(491 reviews),Beginner · Specialization · 3 - 6 Months
163,Accelerated Computer Science Fundamentals,University of Illinois at Urbana-Champaign," Computer Programming, C Programming Language Family, Data Structures, Algorithms, C++ Programming, Theoretical Computer Science, Programming Principles, Computational Thinking, Problem Solving, Computer Programming Tools, Critical Thinking, Graph Theory",4.7,4.7(3.3K reviews),Intermediate · Specialization · 1 - 3 Months
164,Regulatory Compliance,University of Pennsylvania," Regulations and Compliance, Critical Thinking, Leadership and Management, Organizational Development, Risk Management, Strategy and Operations, Strategy, Employee Relations, Finance, Audit, Business Process Management, Communication, Accounting, Financial Accounting, Operations Management, People Management, Brand Management, Data Management",4.8,4.8(2.1K reviews),Intermediate · Specialization · 3 - 6 Months
165,AI Product Management,Duke University," Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Probability & Statistics, Regression, Design and Product, Human Computer Interaction, Communication, Human Factors (Security), Human Learning, User Experience, User Experience Design, Data Analysis, Data Mining, Deep Learning, Project Management, Algorithms, Data Science, Leadership and Management",4.7,4.7(382 reviews),Beginner · Specialization · 3 - 6 Months
166,Introduction to Programming with Python and Java,University of Pennsylvania," Computer Programming, Python Programming, Programming Principles, Java Programming, Computer Programming Tools, Data Analysis, Data Structures, Problem Solving, Computational Logic, Computational Thinking, Critical Thinking, Data Analysis Software, Data Management, Data Visualization, Exploratory Data Analysis, Software Engineering, Data Science",4.4,4.4(1.5K reviews),Beginner · Specialization · 3 - 6 Months
167,Mergers and Acquisitions,University of Illinois at Urbana-Champaign," Mergers & Acquisitions, Finance, Accounting, Financial Analysis, Financial Accounting, Banking, Business Analysis, Investment Management, Financial Management, Data Analysis, Market Analysis, Corporate Accouting, Taxes",4.6,4.6(261 reviews),Intermediate · Specialization · 3 - 6 Months
168,Operating Systems and You: Becoming a Power User,Google," Linux, Leadership and Management, Operating Systems",4.7,4.7(27K reviews),Beginner · Course · 1 - 3 Months
169,Data Science: Foundations using R,Johns Hopkins University," Data Analysis, R Programming, Statistical Programming, Exploratory Data Analysis, Computer Programming, Computer Programming Tools, Data Management, Programming Principles, Data Analysis Software, Data Structures, Statistical Analysis, Critical Thinking, Problem Solving, General Statistics, Process Analysis, Basic Descriptive Statistics, Computational Thinking, Big Data, Data Mining, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Communication, Computer Graphic Techniques, Computer Graphics, Interactive Data Visualization, Knitr, Visualization (Computer Graphics)",4.6,4.6(48K reviews),Beginner · Specialization · 3 - 6 Months
170,Achieving Personal and Professional Success,University of Pennsylvania," Communication, Human Learning, Professional Development, Critical Thinking, Leadership Development, Leadership and Management, People Analysis, Decision Making, Emotional Intelligence, People Development, Adaptability, Planning, Negotiation, Influencing, Innovation",4.7,4.7(3.1K reviews),Beginner · Specialization · 3 - 6 Months
171,Artificial Intelligence in Marketing,University of Virginia," Digital Marketing, Marketing, Algorithms, Customer Relationship Management, Market Analysis, Strategy, Machine Learning Software, Marketing Management, Network Analysis, Product Strategy",4.5,4.5(161 reviews),Beginner · Course · 1 - 4 Weeks
172,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI," Applied Machine Learning, Deep Learning, Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Algorithms, Computer Programming, Mathematics, Python Programming, Mathematical Theory & Analysis, Tensorflow, Human Learning",4.9,4.9(63K reviews),Intermediate · Course · 1 - 4 Weeks
173,Business Analytics with Excel: Elementary to Advanced,Johns Hopkins University," Business Analysis, Data Analysis, Data Visualization, Spreadsheet Software, Data Model, Decision Making, Microsoft Excel, Process Analysis, Statistical Visualization",4.8,4.8(1.3K reviews),Intermediate · Course · 1 - 3 Months
174,Leading People and Teams,University of Michigan," Human Resources, Leadership and Management, People Development, Strategy and Operations, Leadership Development, Talent Management, Business Psychology, People Analysis, Communication, People Management, Strategy, Human Learning, Human Resources Operations, Business Communication, Collaboration, Influencing, Performance Management, Conflict Management, Employee Relations, Business Analysis, Marketing, Recruitment",4.7,4.7(10K reviews),Beginner · Specialization · 3 - 6 Months
175,AI for Good,DeepLearning.AI," Artificial Neural Networks, Computer Vision, Exploratory Data Analysis, Machine Learning, Natural Language Processing, Python Programming",4.8,4.8(177 reviews),Beginner · Specialization · 1 - 3 Months
176,Project Execution: Running the Project,Google," Leadership and Management, Communication, Project Management, Strategy and Operations, Business Communication, Collaboration, Risk Management, Planning",4.8,4.8(7.3K reviews),Beginner · Course · 1 - 3 Months
177,UCI Project Management,"University of California, Irvine"," Leadership and Management, Strategy and Operations, Project Management, Planning",4.7,4.7(278 reviews),Beginner · Professional Certificate · 3 - 6 Months
178,(ISC)² Systems Security Certified Practitioner (SSCP),ISC2," Security Engineering, System Security, Network Security, Software Security, Computer Security Incident Management, Leadership and Management, Security Software, Risk Management, Strategy and Operations, Algorithms, Cloud Computing, Cryptography, Cyberattacks, Operations Management, Security Strategy, Human Factors (Security), Software-Defined Networking, Cloud Applications, Communication, Financial Accounting",4.7,4.7(546 reviews),Beginner · Specialization · 3 - 6 Months
179,Crash Course on Python,Google," Computer Programming, Data Structures, Problem Solving, Python Programming",4.8,4.8(35K reviews),Beginner · Course · 1 - 3 Months
180,Programming for Everybody (Getting Started with Python),University of Michigan," Algorithms, Computational Thinking, Computer Programming, Computer Programming Tools, Critical Thinking, Problem Solving, Programming Principles, Python Programming, Software Engineering, Theoretical Computer Science",4.8,4.8(225K reviews),Beginner · Course · 1 - 3 Months
181,Entrepreneurship,University of Pennsylvania," Entrepreneurship, Strategy, Leadership and Management, Strategy and Operations, Planning, Business Development, Entrepreneurial Finance, Innovation, Finance, Financial Management, Market Research, Business Design, Critical Thinking, Product Strategy, Business Psychology, Decision Making, Financial Accounting, Financial Analysis, Marketing, Accounting, Investment Management, User Research, Collaboration, Network Model",4.8,4.8(5.4K reviews),Beginner · Specialization · 3 - 6 Months
182,People and Soft Skills for Professional and Personal Success,IBM," Leadership and Management, Communication, Problem Solving, Critical Thinking, Planning, Professional Development, Collaboration, People Management, Conflict Management",4.6,4.6(708 reviews),Beginner · Specialization · 1 - 3 Months
183,Salesforce Sales Operations,Salesforce," Sales, Salesforce, Customer Relationship Management, Sales Systems, Account Management, Leadership and Management, Strategy and Operations, Business Process Management, Customer Success, Marketing, Operations Management, Strategy, B2B Sales, Data Visualization Software, Databases, Business Analysis, Data Visualization",4.6,4.6(1.2K reviews),Beginner · Professional Certificate · 3 - 6 Months
184,"Influencing: Storytelling, Change Management and Governance",Macquarie University," Leadership and Management, Communication, Business Psychology, Strategy and Operations, Change Management, Conflict Management, Influencing, Organizational Development, Risk Management, Marketing, Negotiation, Sales, Critical Thinking, Decision Making, Entrepreneurship, Human Resources, Probability & Statistics, Business Communication, Employee Relations, Business Process Management, Innovation, People Management, Regulations and Compliance, Storytelling",4.8,4.8(3.6K reviews),Beginner · Specialization · 3 - 6 Months
185,Generative AI: Introduction and Applications,IBM, Natural Language Processing,4.6,4.6(75 reviews),Beginner · Course · 1 - 4 Weeks
186,"Assets, Threats, and Vulnerabilities",Google," Cryptography, Linux",4.8,4.8(1.3K reviews),Beginner · Course · 1 - 4 Weeks
187,Genomic Data Science,Johns Hopkins University," Bioinformatics, Computer Programming, Data Analysis, Python Programming, Computational Thinking, General Statistics, Exploratory Data Analysis, R Programming, Data Analysis Software, Algorithms, Computer Programming Tools, Biostatistics, Statistical Analysis, Programming Principles, Probability & Statistics, Statistical Tests, Data Structures, Operating Systems, Research and Design, Big Data, Computational Logic, Problem Solving, Statistical Programming, Experiment, Correlation And Dependence",4.5,4.5(6.2K reviews),Intermediate · Specialization · 3 - 6 Months
188,The Business of Health Care,University of Pennsylvania," Leadership and Management, Finance, Decision Making, Performance Management, Strategy and Operations, Operations Management, Business Analysis, Financial Analysis, Financial Management, Business Psychology, Accounting, Accounts Payable and Receivable, Financial Accounting, General Accounting, Management Accounting, People Management, People Analysis, Strategy, Business Process Management, Innovation, Leadership Development, Payments, Behavioral Economics, Problem Solving, Compensation, Correlation And Dependence, Insurance Sales, Research and Design, Risk Management",4.6,4.6(1.8K reviews),Beginner · Specialization · 3 - 6 Months
189,Diseño de Experiencia del Usuario (UX) de Google,Google," User Experience, User Experience Design, Research and Design, Visual Design, Communication, Design and Product, Persona Research, Product Design, User Research, Adaptability, Graphic Design, Collaboration, Leadership and Management, Mobile Development, Planning, Web Design, Audit",4.8,4.8(3.5K reviews),Beginner · Professional Certificate · 3 - 6 Months
190,Organizational Analysis,Stanford University," Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Decision Making, Business Psychology, Change Management, Culture, Business Analysis, Business Process Management",4.6,4.6(1.4K reviews),Beginner · Course · 1 - 3 Months
191,Six Sigma Yellow Belt,University System of Georgia," Process Analysis, Strategy and Operations, Leadership and Management, Data Analysis, Business Analysis, Business Process Management, Performance Management, Probability & Statistics, Operational Analysis, Organizational Development, Problem Solving, Project Management, General Statistics, Planning, Statistical Analysis, Statistical Tests, Critical Thinking, Basic Descriptive Statistics, Operations Management, Statistical Visualization, Correlation And Dependence, Customer Relationship Management, Probability Distribution, Collaboration, Entrepreneurship, Business Psychology, Communication",4.6,4.6(9K reviews),Beginner · Specialization · 3 - 6 Months
192,Analyze Data to Answer Questions,Google," Data Analysis, Data Management, Microsoft Excel, SQL, Spreadsheet Software",4.6,4.6(9.9K reviews),Beginner · Course · 1 - 4 Weeks
193,Strategic Leadership and Management,University of Illinois at Urbana-Champaign," Leadership and Management, Strategy and Operations, Strategy, Leadership Development, Decision Making, Entrepreneurship, Organizational Development, Business Analysis, Business Process Management, Change Management, Business Design, Business Development, Business Transformation, Critical Thinking, Culture, Performance Management, Problem Solving, Operations Management, Human Resources, Marketing, Operational Analysis, Sales, Adaptability, Conflict Management, Influencing, Negotiation, Business Psychology, Research and Design",4.8,4.8(8.8K reviews),Beginner · Specialization · 3 - 6 Months
194,Machine Learning on Google Cloud,Google Cloud," Machine Learning, Applied Machine Learning, Google Cloud Platform, Human Learning, Machine Learning Software, Cloud Computing, Machine Learning Algorithms, Deep Learning, Cloud Platforms, Artificial Neural Networks, Feature Engineering, Exploratory Data Analysis, Tensorflow, Python Programming, Data Analysis, Data Visualization, Probability & Statistics, Regression, Statistical Programming, Statistical Visualization, Algorithms, SQL, Cloud API, Apache, Extract, Transform, Load",4.5,4.5(9.6K reviews),Intermediate · Specialization · 3 - 6 Months
195,Cybersecurity Fundamentals,IBM," System Security, Cyberattacks, Cryptography, Network Security, Security Engineering",4.8,4.8(411 reviews),Beginner · Specialization · 3 - 6 Months
196,Human Resource Management: HR for People Managers,University of Minnesota," Human Resources, Human Resources Operations, Employee Relations, Strategy and Operations, People Management, Leadership and Management, Communication, Strategy, Compensation, People Development, Performance Management, Organizational Development, Planning, Professional Development, Recruitment, Business Psychology, People Analysis, Visualization (Computer Graphics), Benefits, Business Analysis, Culture",4.8,4.8(14K reviews),Beginner · Specialization · 3 - 6 Months
197,U.S. Federal Taxation,University of Illinois at Urbana-Champaign," Taxes, Accounting, Financial Accounting, Finance, Critical Thinking, General Accounting, Regulations and Compliance, Financial Analysis, Corporate Accouting, Generally Accepted Accounting Principles (GAAP), Problem Solving, Benefits",4.8,4.8(831 reviews),Intermediate · Specialization · 3 - 6 Months
198,Algorithms for Battery Management Systems,University of Colorado Boulder," Estimation, Mathematics, Algorithms, Probability & Statistics, Mathematical Theory & Analysis, Systems Design, Research and Design, General Statistics, Critical Thinking, Computer Programming, Algebra, Product Design, Correlation And Dependence, Design and Product, Linear Algebra, Problem Solving, Process Analysis, Computer Programming Tools, Data Model, Material Handling, Leadership and Management, Probability Distribution, Product Lifecycle, Regression",4.7,4.7(2.4K reviews),Intermediate · Specialization · 3 - 6 Months
199,Google Project Management,Google," Leadership and Management, Planning, Communication, Strategy, Strategy and Operations, Business Analysis, Business Development, Business Psychology, Collaboration, Decision Making, Design and Product, Data Analysis, Entrepreneurship, Business Communication, Conflict Management, Emotional Intelligence, People Management, C++ Programming, People Analysis, Critical Thinking, Network Security, Adaptability, Organizational Development, Project Management, Culture",4.6,4.6(174 reviews),Beginner · Professional Certificate · 3 - 6 Months
200,Fundamentals of Project Planning and Management,University of Virginia," Project Management, Strategy and Operations, Leadership and Management, Planning",4.7,4.7(9.5K reviews),Beginner · Course · 1 - 4 Weeks
